,Term,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,cluster
4849,regulation of apoptotic process (GO:0042981),0.004664202,0.161914424,0,0,1.680341167,9.019800223,RPL10;CIB1;NDRG1;THBS1;IKBKB;PRDX5;CASP6;RACK1;RPS3;RAC1;RPS27A;JUN;XBP1;TGFB1;DUSP1;RPS6;TNFRSF1A;HIGD2A;HCK;STK24;BCL3;PPT1;IRF5;UBA52;NOP53;HSPA1B;MYD88;TPT1;HSPA1A,3
4850,negative regulation of cell proliferation (GO:0008285),0.00491106,0.169332012,0,0,2.078299951,11.04879439,LYN;CDKN2D;KLF10;BTG2;BTG1;TGFB1;CD300A;CIB1;IL1B;HES1;PTPN6;IGFBP6;S100A11;CD33;HSPA1B;HSPA1A,3
4851,purine ribonucleoside triphosphate metabolic process (GO:0009205),0.004969267,0.170189072,0,0,5.731069561,30.40036017,HSPA8;NADK;HSPA1B;HSPA1A,3
4852,response to molecule of bacterial origin (GO:0002237),0.005059845,0.17213594,0,0,3.34312391,17.67315493,JUN;JUND;SLPI;HMGB2;IRF5;JUNB;TNFRSF1A,3
4853,negative regulation of immune effector process (GO:0002698),0.005123108,0.173133912,0,0,8.343763037,44.00495596,RPS19;CD300A;PCBP2,3
4854,positive regulation of monocyte chemotaxis (GO:0090026),0.005123108,0.171994873,0,0,8.343763037,44.00495596,FPR2;PLA2G7;CCR2,3
4855,negative regulation of B cell activation (GO:0050869),0.005123108,0.170870723,0,0,8.343763037,44.00495596,LYN;CD300A;SAMSN1,3
4856,positive regulation of antigen receptor-mediated signaling pathway (GO:0050857),0.005123108,0.169761173,0,0,8.343763037,44.00495596,PTPRC;NFAM1;RPS3,3
4857,negative regulation of intracellular transport (GO:0032387),0.005123108,0.16866594,0,0,8.343763037,44.00495596,CD300A;SLC25A5;HSPA1A,3
4858,response to purine-containing compound (GO:0014074),0.005123108,0.167584748,0,0,8.343763037,44.00495596,JUN;JUND;JUNB,3
4859,nucleotide catabolic process (GO:0009166),0.005123108,0.166517329,0,0,8.343763037,44.00495596,GDA;SAMHD1;XDH,3
4860,regulation of B cell receptor signaling pathway (GO:0050855),0.005123108,0.165463422,0,0,8.343763037,44.00495596,LYN;CD300A;NFAM1,3
4861,negative regulation of cellular process (GO:0048523),0.005163701,0.165725564,0,0,1.855902433,9.773371076,LYN;CDKN2D;KLF10;BTG2;SP100;BTG1;TGFB1;HPGD;CIB1;HOPX;NR4A1;IL1B;ARHGDIB;PPT1;RACK1;PTPN6;IGFBP6;S100A11;HSPA1B;CD33;HSPA1A,3
4862,negative regulation of phosphorylation (GO:0042326),0.005433089,0.173281588,0,0,3.732736096,19.4671422,LYN;CDKN2D;TGFB1;FAM129A;CIB1;XDH,3
4863,positive regulation of cell-cell adhesion (GO:0022409),0.005539369,0.175573911,0,0,5.562508691,28.90209816,IL1B;GCNT2;FLOT1;CD47,3
4864,regulation of cell-substrate adhesion (GO:0010810),0.005539369,0.174490121,0,0,5.562508691,28.90209816,PTPRO;GCNT2;RAC2;RAC1,3
4865,positive regulation of intrinsic apoptotic signaling pathway (GO:2001244),0.005539369,0.17341963,0,0,5.562508691,28.90209816,FIS1;RPS7;RPS3;RACK1,3
4866,regulation of interleukin-12 production (GO:0032655),0.005539369,0.172362193,0,0,5.562508691,28.90209816,IRF5;MEFV;PLCB1;THBS1,3
4867,hemopoiesis (GO:0030097),0.005789739,0.179060828,0,0,3.684259003,18.98007963,LYL1;TGFB1;PTPRC;PLD4;ZFP36L2;RASGRP4,3
4868,regulation of lipid catabolic process (GO:0050994),0.006052321,0.186054177,0,0,7.880220646,40.24675701,BSCL2;IL1B;APOC1,3
4869,glyceraldehyde-3-phosphate metabolic process (GO:0019682),0.006052321,0.18494008,0,0,7.880220646,40.24675701,TALDO1;RBKS;KHK,3
4870,response to organophosphorus (GO:0046683),0.006052321,0.183839247,0,0,7.880220646,40.24675701,JUN;JUND;JUNB,3
4871,macromolecule catabolic process (GO:0009057),0.00615152,0.185746785,0,0,5.403579872,27.50992811,NAPSA;TGFB1;PPT1;USE1,3
4872,negative regulation of ubiquitin protein ligase activity (GO:1904667),0.006163172,0.185003934,0,0,3.637024914,18.50941493,RPL5;RPS7;RPL11;RPS27A;UBA52;PSMA7,3
4873,regulation of mRNA stability (GO:0043488),0.006190935,0.184750536,0,0,2.932175124,14.90914038,HSPA8;ZFP36;PABPC1;RPS27A;UBA52;ZFP36L2;PSMA7;HSPA1A,3
4874,polyamine biosynthetic process (GO:0006596),0.006327197,0.1877191,0,0,15.76044129,79.7935065,SMOX;SAT1,3
4875,response to granulocyte macrophage colony-stimulating factor (GO:0097012),0.006327197,0.186634018,0,0,15.76044129,79.7935065,ZFP36;ZFP36L2,3
4876,regulation of hydrogen peroxide metabolic process (GO:0010310),0.006327197,0.185561409,0,0,15.76044129,79.7935065,RAC2;RAC1,3
4877,lipoxin biosynthetic process (GO:2001301),0.006327197,0.184501058,0,0,15.76044129,79.7935065,HPGD;ALOX5AP,3
4878,positive regulation of fibroblast migration (GO:0010763),0.006327197,0.183452757,0,0,15.76044129,79.7935065,TGFB1;THBS1,3
4879,regulation of blood vessel remodeling (GO:0060312),0.006327197,0.1824163,0,0,15.76044129,79.7935065,CEACAM1;TGFB1,3
4880,definitive hemopoiesis (GO:0060216),0.006327197,0.18139149,0,0,15.76044129,79.7935065,LYL1;ZFP36L2,3
4881,sterol import (GO:0035376),0.006327197,0.180378129,0,0,15.76044129,79.7935065,SCARB1;LDLR,3
4882,cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011),0.006327197,0.179376029,0,0,15.76044129,79.7935065,ZFP36;ZFP36L2,3
4883,neutrophil extravasation (GO:0072672),0.006327197,0.178385001,0,0,15.76044129,79.7935065,PRTN3;CD177,3
4884,positive regulation of fibroblast apoptotic process (GO:2000271),0.006327197,0.177404864,0,0,15.76044129,79.7935065,BTG1;STK17B,3
4885,cholesterol import (GO:0070508),0.006327197,0.176435438,0,0,15.76044129,79.7935065,SCARB1;LDLR,3
4886,regulation of microtubule nucleation (GO:0010968),0.006327197,0.17547655,0,0,15.76044129,79.7935065,HSPA1B;HSPA1A,3
4887,negative regulation of protein kinase B signaling (GO:0051898),0.006807009,0.187763066,0,0,5.253480431,26.21382954,RACK1;CIB1;XDH;NOP53,3
4888,negative regulation of protein complex assembly (GO:0031333),0.006807009,0.186753587,0,0,5.253480431,26.21382954,MEFV;SORL1;SVIP;NOP53,3
4889,positive regulation of intracellular signal transduction (GO:1902533),0.006982192,0.190535427,0,0,1.871552403,9.291120522,LYN;FIS1;TGFB1;SLC44A2;ADRB2;THBS1;TNFRSF1A;IKBKB;FGR;RACK1;RPS3;GCNT2;S100A4;PTPN6;RPS27A;LAMTOR4;UBA52;HCST;MYD88,3
4890,negative regulation of lymphocyte activation (GO:0051250),0.007075713,0.192060455,0,0,7.465472191,36.96220233,LST1;TNFAIP8L2;SAMSN1,3
4891,negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051),0.007075713,0.191044263,0,0,7.465472191,36.96220233,RPL5;RPS7;RPL11,3
4892,regulation of heterotypic cell-cell adhesion (GO:0034114),0.007075713,0.190038766,0,0,7.465472191,36.96220233,IL1B;GCNT2;FLOT1,3
4893,positive regulation of mononuclear cell migration (GO:0071677),0.007075713,0.189043799,0,0,7.465472191,36.96220233,FPR2;PLA2G7;CCR2,3
4894,regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),0.007388587,0.196374783,0,0,3.502320287,17.18875334,FGR;CEACAM1;PTPN6;HCST;NOP53;IER3,3
4895,negative regulation of MAPK cascade (GO:0043409),0.007388587,0.195357297,0,0,3.502320287,17.18875334,LYN;PTPN1;CD300A;DUSP1;IL1B;SORL1,3
4896,regulation of receptor-mediated endocytosis (GO:0048259),0.00750708,0.197467171,0,0,5.111494473,25.00496405,APOC1;FLOT1;PPT1;RAC1,3
4897,mRNA catabolic process (GO:0006402),0.00750708,0.196454519,0,0,5.111494473,25.00496405,ZFP36;ZFP36L2;HSPA1B;HSPA1A,3
4898,IRE1-mediated unfolded protein response (GO:0036498),0.007555753,0.196719428,0,0,4.075976196,19.91296164,XBP1;SERP1;SEC61G;SEC61B;TLN1,3
4899,I-kappaB kinase/NF-kappaB signaling (GO:0007249),0.007555753,0.195720852,0,0,4.075976196,19.91296164,IKBKB;BCL3;RPS27A;UBA52;TNFRSF1A,3
4900,negative regulation of intracellular signal transduction (GO:1902532),0.007692904,0.198267109,0,0,2.626740215,12.78554497,LYN;DUSP1;DDIT4;RACK1;CIB1;ADIPOR1;THBS1;XDH;NOP53,3
4901,protein catabolic process (GO:0030163),0.007833556,0.200877581,0,0,3.459609064,16.77681599,HSPA8;CEACAM1;NAPSA;PPT1;USE1;PSMA7,3
4902,positive regulation of cell migration (GO:0030335),0.007874256,0.200911652,0,0,2.3427683,11.34873635,FGR;XBP1;TGFB1;PTPRC;GLIPR2;IL1B;RACK1;GCNT2;CIB1;THBS1;CCR2,3
4903,Fc-gamma receptor signaling pathway (GO:0038094),0.00807248,0.204944596,0,0,2.80185623,13.50297052,LYN;ACTR3;FGR;HCK;FCER1G;ARPC3;RAC1;ACTG1,3
4904,positive regulation of interleukin-2 production (GO:0032743),0.008195463,0.207036876,0,0,7.092198582,34.07215986,IL1B;RPS3;CCR2,3
4905,immune response-activating cell surface receptor signaling pathway (GO:0002429),0.008195463,0.20601699,0,0,7.092198582,34.07215986,LYN;FCER1G;FPR2,3
4906,ephrin receptor signaling pathway (GO:0048013),0.0082975,0.207559514,0,0,3.417927027,16.37802633,ACTR3;LYN;ARPC3;RAC1;AP2A2;ACTG1,3
4907,Fc receptor mediated stimulatory signaling pathway (GO:0002431),0.008423679,0.20968796,0,0,2.781254346,13.28524172,LYN;ACTR3;FGR;HCK;FCER1G;ARPC3;RAC1;ACTG1,3
4908,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901029),0.008734637,0.216373078,0,0,13.50894968,64.03862018,SLC25A5;HSPA1A,3
4909,positive regulation of sphingolipid biosynthetic process (GO:0090154),0.008734637,0.215327798,0,0,13.50894968,64.03862018,RACK1;TNFRSF1A,3
4910,leukocyte aggregation (GO:0070486),0.008734637,0.214292568,0,0,13.50894968,64.03862018,IL1B;RAC2,3
4911,negative regulation of T cell mediated immunity (GO:0002710),0.008734637,0.213267245,0,0,13.50894968,64.03862018,CEACAM1;PTPRC,3
4912,positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265),0.008734637,0.212251686,0,0,13.50894968,64.03862018,HSPA1B;HSPA1A,3
4913,negative regulation of alpha-beta T cell activation (GO:0046636),0.008734637,0.211245754,0,0,13.50894968,64.03862018,CD300A;TARM1,3
4914,positive regulation of ceramide biosynthetic process (GO:2000304),0.008734637,0.210249312,0,0,13.50894968,64.03862018,RACK1;TNFRSF1A,3
4915,chylomicron remnant clearance (GO:0034382),0.008734637,0.209262226,0,0,13.50894968,64.03862018,APOC1;LDLR,3
4916,positive regulation of leukocyte cell-cell adhesion (GO:1903039),0.009413477,0.224471829,0,0,6.75447484,31.51376514,FAM49B;CD47;CCR2,3
4917,purine ribonucleoside monophosphate metabolic process (GO:0009167),0.009886542,0.234655916,0,0,4.728132388,21.82780557,HSPA8;NADK;HSPA1B;HSPA1A,3
4918,cellular response to growth factor stimulus (GO:0071363),0.009943857,0.234923624,0,0,2.701789936,12.45741384,EEF1A1;NR4A1;ZFP36;RAP1A;TGFB1;RACK1;CIB1;ZFP36L2,3
4919,hematopoietic progenitor cell differentiation (GO:0002244),0.010731402,0.252361038,0,0,6.447453256,29.23649938,TGFB1;PTPRC;PLD4,3
4920,negative regulation of response to endoplasmic reticulum stress (GO:1903573),0.010731402,0.251203418,0,0,6.447453256,29.23649938,XBP1;RACK1;HSPA1A,3
4921,positive regulation of erythrocyte differentiation (GO:0045648),0.010731402,0.250056371,0,0,6.447453256,29.23649938,HMGB2;HSPA1B;HSPA1A,3
4922,cellular response to unfolded protein (GO:0034620),0.010731402,0.248919751,0,0,6.447453256,29.23649938,HSPA8;HSPA1B;HSPA1A,3
4923,positive regulation of epithelial to mesenchymal transition (GO:0010718),0.010776458,0.248833787,0,0,4.612812086,20.89784378,TGFB1;GLIPR2;IL1B;GCNT2,3
4924,JAK-STAT cascade (GO:0007259),0.010776458,0.247712914,0,0,4.612812086,20.89784378,LYN;PTPN1;HES1;CCR2,3
4925,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),0.010840696,0.24807206,0,0,1.905544539,8.621537406,LYN;ACTR3;NCF2;SLA;ADRB2;AP2A2;RASGRP4;ACTG1;FGR;HCK;ARPC3;DDIT4;RAC1;PLCB1;RPS27A;UBA52,3
4926,negative regulation of protein modification process (GO:0031400),0.011349023,0.258544933,0,0,3.693853428,16.54337916,LYN;TGFB1;FAM129A;CIB1;XDH,3
4927,regulation of viral genome replication (GO:0045069),0.011349023,0.257395845,0,0,3.693853428,16.54337916,IFITM3;FAM111A;IFITM2;SLPI;PABPC1,3
4928,positive regulation of multicellular organismal process (GO:0051240),0.011441132,0.258336709,0,0,2.329129255,10.41246632,XBP1;TGFB1;RPS19;GLIPR2;NFAM1;IL1B;GCNT2;FLOT1;PLCB1;LDLR,3
4929,regulation of fibroblast apoptotic process (GO:2000269),0.011484177,0.258166326,0,0,11.82033097,52.79887815,BTG1;STK17B,3
4930,negative regulation of interleukin-1 production (GO:0032692),0.011484177,0.257034017,0,0,11.82033097,52.79887815,CEACAM1;MEFV,3
4931,negative regulation of leukocyte mediated cytotoxicity (GO:0001911),0.011484177,0.255911598,0,0,11.82033097,52.79887815,CEACAM1;PTPRC,3
4932,positive regulation of IRE1-mediated unfolded protein response (GO:1903896),0.011484177,0.254798939,0,0,11.82033097,52.79887815,PTPN1;HSPA1A,3
4933,positive regulation of tumor necrosis factor biosynthetic process (GO:0042535),0.011484177,0.253695913,0,0,11.82033097,52.79887815,THBS1;CCR2,3
4934,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902959),0.011484177,0.252602396,0,0,11.82033097,52.79887815,LYN;SORL1,3
4935,positive regulation of vasculogenesis (GO:2001214),0.011484177,0.251518266,0,0,11.82033097,52.79887815,CEACAM1;RAP1A,3
4936,regulation of nitrogen compound metabolic process (GO:0051171),0.011484177,0.250443402,0,0,11.82033097,52.79887815,SCARB1;LDLR,3
4937,negative regulation of cell growth (GO:0030308),0.011708483,0.254248468,0,0,2.853183337,12.68936637,CDKN2D;TGFB1;BTG1;PPT1;RACK1;HSPA1B;HSPA1A,3
4938,cellular response to oxidative stress (GO:0034599),0.011708483,0.253171144,0,0,2.853183337,12.68936637,PRDX5;JUN;NCF2;GSR;FOS;HSPA1B;HSPA1A,3
4939,positive regulation of endocytosis (GO:0045807),0.012087189,0.260257072,0,0,3.637024914,16.05968044,FCER1G;IL1B;FLOT1;PPT1;LDLR,3
4940,negative regulation of viral transcription (GO:0032897),0.012150643,0.260524085,0,0,6.167129201,27.19934119,IFITM3;JUN;ZFP36,3
4941,positive regulation of mRNA catabolic process (GO:0061014),0.012150643,0.259434026,0,0,6.167129201,27.19934119,ZFP36;PABPC1;ZFP36L2,3
4942,negative regulation of signal transduction in absence of ligand (GO:1901099),0.012150643,0.258353051,0,0,6.167129201,27.19934119,IL1B;HSPA1B;HSPA1A,3
4943,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240),0.012150643,0.257281046,0,0,6.167129201,27.19934119,IL1B;HSPA1B;HSPA1A,3
4944,maturation of LSU-rRNA (GO:0000470),0.012150643,0.256217901,0,0,6.167129201,27.19934119,RPL7A;RPL10A;RPL7,3
4945,regulation of programmed cell death (GO:0043067),0.012421233,0.260845898,0,0,2.109204039,9.255921145,TGFB1;STK24;DUSP1;CASP6;BCL3;RPS3;RPS27A;UBA52;NDRG1;NOP53;TPT1;TNFRSF1A,3
4946,cell-matrix adhesion (GO:0007160),0.012742944,0.266505104,0,0,3.117449926,13.60074051,TIMM10B;ITGA4;ZYX;ITGB7;RAC1;ITGAL,3
4947,regulation of myeloid cell differentiation (GO:0045637),0.012857267,0.267798497,0,0,3.581918476,15.59512189,LYN;NFE2;SPI1;H3F3A;THBS1,3
4948,negative regulation of cell adhesion (GO:0007162),0.012857267,0.266709885,0,0,3.581918476,15.59512189,TGFB1;PTPRC;PTPRO;ARHGDIB;GCNT2,3
4949,cellular protein modification process (GO:0006464),0.013687879,0.282790482,0,0,1.509982399,6.479703736,GMFG;UBE2D3;PTPRO;F13A1;THBS1;PSMA7;C3;IKBKB;DUSP11;SOCS3;SERP1;ST3GAL4;GCNT2;LYN;ATG3;PTPN18;PTPN1;TGFB1;DUSP1;PPP2R5A;SSH2;DUSP22;FGR;HCK;VCAN;PTPRC;STK24;STK17B;RARA;PTPN6;UBA52;HCST,3
4950,positive regulation of interferon-gamma production (GO:0032729),0.013750583,0.282940431,0,0,4.298302171,18.42542029,FAM49B;IL1B;CD244;CCR2,3
4951,regulation of B cell proliferation (GO:0030888),0.013750583,0.281804124,0,0,4.298302171,18.42542029,LYN;PTPRC;CD300A;AHR,3
4952,regulation of interferon-gamma production (GO:0032649),0.013750583,0.280676907,0,0,4.298302171,18.42542029,FAM49B;IL1B;RARA;CCR2,3
4953,positive regulation of transcription from RNA polymerase II promoter (GO:0045944),0.013897153,0.282538535,0,0,1.559336948,6.667835925,CEBPB;SPI1;HMGB2;AHR;IKBKB;SBNO2;HES1;RPS27A;JUNB;IER5;IER2;KDM6B;KLF10;JUN;XBP1;JUND;TGFB1;H2AFZ;FOS;PBX1;KLF2;FOSL2;TNFRSF1A;NR4A1;SUB1;RARA;IRF5;UBA52,3
4954,negative regulation of programmed cell death (GO:0043069),0.014044918,0.284409597,0,0,1.849636142,7.889613029,XBP1;RPL10;CIB1;THBS1;HIGD2A;IKBKB;HCK;PRDX5;BCL3;PPT1;RPS27A;UBA52;HSPA1B;MYD88;TPT1;HSPA1A,3
4955,defense response to bacterium (GO:0042742),0.014353709,0.289513736,0,0,2.149151085,9.120453314,FGR;RPL30;CEBPB;FCER1G;RPS19;SLPI;RNASE6;HMGB2;PGLYRP1;RPL39;MYD88,3
4956,negative regulation of growth (GO:0045926),0.014509845,0.291510788,0,0,2.735283199,11.57825651,CDKN2D;TGFB1;BTG1;PPT1;RACK1;HSPA1B;HSPA1A,3
4957,positive regulation of production of molecular mediator of immune response (GO:0002702),0.014560338,0.291378062,0,0,10.50696086,44.43870772,XBP1;CD244,3
4958,positive regulation of triglyceride biosynthetic process (GO:0010867),0.014560338,0.290239867,0,0,10.50696086,44.43870772,SCARB1;LDLR,3
4959,regulation of mast cell activation involved in immune response (GO:0033006),0.014560338,0.289110529,0,0,10.50696086,44.43870772,LYN;CD300A,3
4960,regulation of endoplasmic reticulum unfolded protein response (GO:1900101),0.014560338,0.287989945,0,0,10.50696086,44.43870772,XBP1;RACK1,3
4961,cell junction maintenance (GO:0034331),0.014560338,0.286878015,0,0,10.50696086,44.43870772,PRTN3;CD177,3
4962,positive regulation of myeloid leukocyte mediated immunity (GO:0002888),0.014560338,0.285774638,0,0,10.50696086,44.43870772,FGR;CD177,3
4963,mitochondrial fragmentation involved in apoptotic process (GO:0043653),0.014560338,0.284679716,0,0,10.50696086,44.43870772,FIS1;ATG3,3
4964,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),0.014773376,0.287742509,0,0,3.017956843,12.72047274,UBE2D3;RPS27A;UBA52;PSMA7;KLF2;HSPA1A,3
4965,positive regulation of interleukin-8 production (GO:0032757),0.014846437,0.288066029,0,0,4.202784345,17.69370279,IL1B;CD244;HSPA1B;HSPA1A,3
4966,regulation of T cell activation (GO:0050863),0.014846437,0.286974869,0,0,4.202784345,17.69370279,FAM49B;TNFAIP8L2;CD47;CCR2,3
4967,negative regulation of immune response (GO:0050777),0.014846437,0.285891945,0,0,4.202784345,17.69370279,LYN;CD300A;SAMSN1;CCR2,3
4968,myeloid cell differentiation (GO:0030099),0.014846437,0.284817164,0,0,4.202784345,17.69370279,LYN;RPS14;RPS19;RASGRP4,3
4969,stimulatory C-type lectin receptor signaling pathway (GO:0002223),0.015122848,0.289033315,0,0,2.712862845,11.37109631,LYN;IKBKB;FCER1G;CLEC4E;RPS27A;UBA52;PSMA7,3
4970,cellular response to interleukin-1 (GO:0071347),0.015170776,0.28886742,0,0,2.504970801,10.49178051,IKBKB;IL1R2;IL1B;PLCB1;RPS27A;UBA52;MYD88;PSMA7,3
4971,positive regulation of immune effector process (GO:0002699),0.015297534,0.290198198,0,0,5.673758865,23.71667318,XBP1;RPS19;CCR2,3
4972,receptor clustering (GO:0043113),0.015297534,0.28912339,0,0,5.673758865,23.71667318,ITGA4;ITGB7;ITGAL,3
4973,positive regulation of vascular endothelial growth factor production (GO:0010575),0.015297534,0.288056514,0,0,5.673758865,23.71667318,C3;TGFB1;IL1B,3
4974,chaperone mediated protein folding requiring cofactor (GO:0051085),0.015297534,0.286997483,0,0,5.673758865,23.71667318,HSPA8;HSPA1B;HSPA1A,3
4975,negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435),0.015297534,0.28594621,0,0,5.673758865,23.71667318,RPL11;SVIP;NOP53,3
4976,cytoplasmic pattern recognition receptor signaling pathway (GO:0002753),0.015297534,0.284902611,0,0,5.673758865,23.71667318,IKBKB;RPS27A;UBA52,3
4977,positive regulation of macromolecule metabolic process (GO:0010604),0.015331763,0.284501766,0,0,2.048288399,8.557397859,RPL5;PTPN1;TGFB1;RPS7;IL1B;RPL11;RPS3;HMGB2;HSPA1B;MYD88;KLF2;HSPA1A,3
4978,regulation of epithelial to mesenchymal transition (GO:0010717),0.015364702,0.28407998,0,0,3.42618289,14.30665185,TGFB1;GLIPR2;IL1B;GCNT2;ADIPOR1,3
4979,response to interferon-gamma (GO:0034341),0.015364702,0.283054421,0,0,3.42618289,14.30665185,IFITM3;SP100;IFITM2;RPL13A;MEFV,3
4980,peptidyl-tyrosine autophosphorylation (GO:0038083),0.015995912,0.293622797,0,0,4.111419468,17.00245496,LYN;FGR;HCK;SLA,3
4981,Fc-epsilon receptor signaling pathway (GO:0038095),0.016148381,0.295359104,0,0,2.32531101,9.594083152,LYN;IKBKB;JUN;FCER1G;RAC1;FOS;RPS27A;UBA52;PSMA7,3
4982,positive regulation of intracellular protein transport (GO:0090316),0.016301585,0.297096379,0,0,2.472226085,10.17690128,FIS1;TGFB1;IL1B;UBE2D3;RAC2;CIB1;HES1;SORL1,3
4983,Fc receptor signaling pathway (GO:0038093),0.016673878,0.302799999,0,0,2.312673451,9.467881526,LYN;IKBKB;JUN;FCER1G;RAC1;FOS;RPS27A;UBA52;PSMA7,3
4984,regulation of ERK1 and ERK2 cascade (GO:0070372),0.016920303,0.306185483,0,0,2.097155495,8.554802711,LYN;PTPN1;CEACAM1;RAP1A;TGFB1;GLIPR2;IL1B;GCNT2;CIB1;PTPN6;FPR2,3
4985,positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091),0.017007788,0.306681063,0,0,2.188950179,8.917966767,IKBKB;NFAM1;IL1B;RPS3;CIB1;RPS27A;UBA52;HSPA1B;MYD88;HSPA1A,3
4986,regulation of cell death (GO:0010941),0.017018357,0.305791111,0,0,2.924617972,11.91332221,JUN;JUND;JUNB;HSPA1B;IER3;HSPA1A,3
4987,organophosphate ester transport (GO:0015748),0.017026874,0.304870657,0,0,5.45553737,22.22019841,SCARB1;SCP2;LDLR,3
4988,positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552),0.017026874,0.303804676,0,0,5.45553737,22.22019841,FGR;TGFB1;FPR2,3
4989,"protein import into nucleus, translocation (GO:0000060)",0.017026874,0.302746123,0,0,5.45553737,22.22019841,TGFB1;BCL3;SEC61B,3
4990,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)",0.017026874,0.301694921,0,0,5.45553737,22.22019841,IKBKB;RPS27A;UBA52,3
4991,"negative regulation of gene expression, epigenetic (GO:0045814)",0.017026874,0.300650994,0,0,5.45553737,22.22019841,SPI1;H3F3A;JARID2,3
4992,regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058),0.017026874,0.299614266,0,0,5.45553737,22.22019841,RPL5;RPS7;RPL11,3
4993,regulation of lamellipodium assembly (GO:0010591),0.017026874,0.298584664,0,0,5.45553737,22.22019841,RAC2;RAC1;SSH2,3
4994,cellular response to epidermal growth factor stimulus (GO:0071364),0.017026874,0.297562114,0,0,5.45553737,22.22019841,EEF1A1;ZFP36;ZFP36L2,3
4995,negative regulation of insulin receptor signaling pathway (GO:0046627),0.017026874,0.296546543,0,0,5.45553737,22.22019841,SOCS3;PTPN1;IL1B,3
4996,positive regulation of embryonic development (GO:0040019),0.017026874,0.295537882,0,0,5.45553737,22.22019841,RACK1;HES1;PLCB1,3
4997,innate immune response activating cell surface receptor signaling pathway (GO:0002220),0.017072213,0.295320345,0,0,2.647754137,10.77716193,LYN;IKBKB;FCER1G;CLEC4E;RPS27A;UBA52;PSMA7,3
4998,platelet degranulation (GO:0002576),0.017072213,0.294322641,0,0,2.647754137,10.77716193,LYN;SRGN;FAM49B;TGFB1;F13A1;TLN1;THBS1,3
4999,protein methylation (GO:0006479),0.017199762,0.295523186,0,0,4.023942458,16.34871375,EEF1A1;HSPA8;EEF2;SNRPB,3
5000,stress-activated protein kinase signaling cascade (GO:0031098),0.017206109,0.294640186,0,0,3.329670696,13.52675647,IKBKB;STK24;CCDC88C;RPS27A;UBA52,3
5001,membrane raft organization (GO:0031579),0.017948141,0.306318949,0,0,9.456264775,38.01672541,PPT1;FLOT1,3
5002,3'-UTR-mediated mRNA destabilization (GO:0061158),0.017948141,0.305297885,0,0,9.456264775,38.01672541,ZFP36;ZFP36L2,3
5003,positive regulation of alcohol biosynthetic process (GO:1902932),0.017948141,0.304283607,0,0,9.456264775,38.01672541,IL1B;CD244,3
5004,regulation of respiratory burst (GO:0060263),0.017948141,0.303276045,0,0,9.456264775,38.01672541,RAC2;RAC1,3
5005,regulation of granulocyte differentiation (GO:0030852),0.017948141,0.302275134,0,0,9.456264775,38.01672541,CEACAM1;RARA,3
