Term|Overlap|P.value|Adjusted.P.value|Old.P.value|Old.Adjusted.P.value|Odds.Ratio|Combined.Score|Genes|cluster
3916|positive regulation of alpha-beta T cell activation (GO:0046635)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|CCR2|2
3917|pseudouridine synthesis (GO:0001522)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|NHP2|2
3918|nuclear pore organization (GO:0006999)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|NDC1|2
3919|vitamin D metabolic process (GO:0042359)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|SUMO2|2
3920|maintenance of protein location in nucleus (GO:0051457)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|HNRNPU|2
3921|septin ring assembly (GO:0000921)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|ANLN|2
3922|mitotic sister chromatid cohesion (GO:0007064)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|SGO1|2
3923|response to X-ray (GO:0010165)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|NUCKS1|2
3924|regulation of establishment of cell polarity (GO:2000114)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|KIF20B|2
3925|positive regulation of telomerase RNA localization to Cajal body (GO:1904874)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|NHP2|2
3926|regulation of centriole replication (GO:0046599)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|PLK4|2
3927|negative regulation of cell aging (GO:0090344)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|MIF|2
3928|pyrimidine nucleoside metabolic process (GO:0006213)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|ERH|2
3929|intra-S DNA damage checkpoint (GO:0031573)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|TIPIN|2
3930|negative regulation of release of cytochrome c from mitochondria (GO:0090201)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|PRELID1|2
3931|positive regulation of acute inflammatory response (GO:0002675)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|PARK7|2
3932|positive regulation of viral release from host cell (GO:1902188)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|SMC3|2
3933|DNA damage response, signal transduction resulting in transcription (GO:0042772)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|RPS27L|2
3934|regulation of macrophage chemotaxis (GO:0010758)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|MIF|2
3935|negative regulation of mRNA processing (GO:0050686)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|SRSF7|2
3936|positive regulation of protein export from nucleus (GO:0046827)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|ANP32B|2
3937|sulfate transport (GO:0008272)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|RACGAP1|2
3938|regulation of peptide secretion (GO:0002791)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|CD74|2
3939|inhibition of cysteine-type endopeptidase activity (GO:0097340)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|BIRC5|2
3940|cellular response to corticosteroid stimulus (GO:0071384)|1/15|0.207750401742977|1|0|0|4.32900432900433|6.80267494141807|HNRNPU|2
3941|positive regulation of intracellular protein transport (GO:0090316)|4/153|0.210604305019094|1|0|0|1.69764875647229|2.64455349767436|PSMB7;ANP32B;KIF20B;SAE1|2
3942|regulation of gene silencing by RNA (GO:0060966)|2/56|0.213313824216133|1|0|0|2.3191094619666|3.58300288605083|NDC1;RAN|2
3943|regulation of posttranscriptional gene silencing (GO:0060147)|2/56|0.213313824216133|1|0|0|2.3191094619666|3.58300288605083|NDC1;RAN|2
3944|positive regulation of protein transport (GO:0051222)|2/57|0.218976421226501|1|0|0|2.27842333105491|3.46044935200367|KIF20B;PPIA|2
3945|ATP metabolic process (GO:0046034)|2/57|0.218976421226501|1|0|0|2.27842333105491|3.46044935200367|ATP5G3;ATP5F1|2
3946|lipopolysaccharide-mediated signaling pathway (GO:0031663)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|CCL2|2
3947|C21-steroid hormone biosynthetic process (GO:0006700)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|TSPO|2
3948|positive regulation of secretion (GO:0051047)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|SPP1|2
3949|DNA alkylation (GO:0006305)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|DNMT1|2
3950|establishment of skin barrier (GO:0061436)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|STMN1|2
3951|hyaluronan catabolic process (GO:0030214)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|HMMR|2
3952|regulation of cell cycle phase transition (GO:1901987)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|PLK1|2
3953|regulation of reactive oxygen species biosynthetic process (GO:1903426)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|PARK7|2
3954|regulation of water loss via skin (GO:0033561)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|STMN1|2
3955|stabilization of membrane potential (GO:0030322)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|KCNN4|2
3956|positive regulation of mRNA processing (GO:0050685)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|NUDT21|2
3957|guanosine-containing compound metabolic process (GO:1901068)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|RAN|2
3958|DNA methylation or demethylation (GO:0044728)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|DNMT1|2
3959|glutamine family amino acid catabolic process (GO:0009065)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|ARG1|2
3960|negative regulation of DNA replication (GO:0008156)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|GMNN|2
3961|miRNA metabolic process (GO:0010586)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|RAN|2
3962|positive regulation of cyclic nucleotide metabolic process (GO:0030801)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|PF4|2
3963|positive regulation of nitric-oxide synthase activity (GO:0051000)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|DHFR|2
3964|regulation of protein homodimerization activity (GO:0043496)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|PARK7|2
3965|positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|AIF1|2
3966|regulation of necroptotic process (GO:0060544)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|YBX3|2
3967|ruffle organization (GO:0031529)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|AIF1|2
3968|regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)|1/16|0.21996018550273|1|0|0|4.05844155844156|6.14573345777319|CDKN2D|2
3969|phagocytosis, engulfment (GO:0006911)|3/105|0.219988011840558|1|0|0|1.85528756957328|2.80924346149968|MSR1;IGKC;AIF1|2
3970|response to lipopolysaccharide (GO:0032496)|4/156|0.2202929817654|1|0|0|1.66500166500166|2.51880932951291|PYCARD;HMGB2;CCL2;PF4|2
3971|regulation of glycolytic process (GO:0006110)|2/58|0.224651699239194|1|0|0|2.23914017017465|3.34349323679858|NDC1;PGAM1|2
3972|protein homotetramerization (GO:0051289)|2/58|0.224651699239194|1|0|0|2.23914017017465|3.34349323679858|ATPIF1;TK1|2
3973|regulation of protein sumoylation (GO:0033233)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|PARK7|2
3974|positive regulation of protein processing (GO:0010954)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|ENO1|2
3975|positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|PSMC3|2
3976|regulation of telomere maintenance via telomere lengthening (GO:1904356)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|HNRNPA2B1|2
3977|positive regulation of epidermal cell differentiation (GO:0045606)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|H2AFY|2
3978|RNA stabilization (GO:0043489)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|HNRNPU|2
3979|positive regulation of response to biotic stimulus (GO:0002833)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|LY86|2
3980|positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|KCNN4|2
3981|negative regulation of reactive oxygen species metabolic process (GO:2000378)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|PARK7|2
3982|positive regulation of stem cell proliferation (GO:2000648)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|HNRNPU|2
3983|negative regulation of stress fiber assembly (GO:0051497)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|STMN1|2
3984|positive regulation of cellular protein catabolic process (GO:1903364)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|ATPIF1|2
3985|negative regulation of cellular carbohydrate metabolic process (GO:0010677)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|PGP|2
3986|3'-UTR-mediated mRNA stabilization (GO:0070935)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|YBX3|2
3987|macrophage activation (GO:0042116)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|AIF1|2
3988|virion assembly (GO:0019068)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|PPIA|2
3989|positive regulation by host of viral transcription (GO:0043923)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|NUCKS1|2
3990|regulation of establishment or maintenance of cell polarity (GO:0032878)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|KIF20B|2
3991|septin ring organization (GO:0031106)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|ANLN|2
3992|positive regulation of telomere capping (GO:1904355)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|AURKB|2
3993|cellular response to glucocorticoid stimulus (GO:0071385)|1/17|0.231982399145781|1|0|0|3.81970970206264|5.58095407159941|HNRNPU|2
3994|regulation of canonical Wnt signaling pathway (GO:0060828)|5/214|0.234891707324563|1|0|0|1.51717441437068|2.1978254201717|PSMB6;PSMB7;PSMA4;PSMC3;AES|2
3995|regulation of extrinsic apoptotic signaling pathway (GO:2001236)|2/60|0.236033441139709|1|0|0|2.16450216450216|3.12506879707891|PYCARD;PARK7|2
3996|DNA-templated transcription, elongation (GO:0006354)|3/109|0.236228782736423|1|0|0|1.78720362206601|2.57885355385033|ELOF1;ELOB;SSRP1|2
3997|negative regulation of protein kinase activity (GO:0006469)|3/110|0.240321989425799|1|0|0|1.77095631641086|2.52498636163657|PYCARD;H2AFY;PARK7|2
3998|positive regulation of protein binding (GO:0032092)|2/61|0.241736599996371|1|0|0|2.12901852246115|3.02300739911083|PARK7;RAN|2
3999|regulation of telomerase RNA localization to Cajal body (GO:1904872)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|NHP2|2
4000|mitotic recombination (GO:0006312)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|SMC6|2
4001|iron-sulfur cluster assembly (GO:0016226)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|NUBP1|2
4002|nuclear envelope reassembly (GO:0031468)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|BANF1|2
4003|actin filament polymerization (GO:0030041)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|AIF1|2
4004|cellular response to gamma radiation (GO:0071480)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|TMEM109|2
4005|maintenance of protein localization in organelle (GO:0072595)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|HNRNPU|2
4006|regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|LY86|2
4007|negative regulation of RNA splicing (GO:0033119)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|SRSF7|2
4008|negative regulation of protein dephosphorylation (GO:0035308)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|ARPP19|2
4009|modulation by virus of host morphology or physiology (GO:0019048)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|KPNA2|2
4010|regulation of cAMP-mediated signaling (GO:0043949)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|PF4|2
4011|negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|PARK7|2
4012|DNA methylation (GO:0006306)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|DNMT1|2
4013|glyceraldehyde-3-phosphate metabolic process (GO:0019682)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|TPI1|2
4014|response to organophosphorus (GO:0046683)|1/18|0.243819914986971|1|0|0|3.60750360750361|5.09136139796705|TYMS|2
4015|T cell receptor signaling pathway (GO:0050852)|4/164|0.246672265804066|1|0|0|1.58378207158695|2.21681134384539|PSMB6;PSMB7;PSMA4;PSMC3|2
4016|positive regulation of cellular amide metabolic process (GO:0034250)|2/62|0.247445827540427|1|0|0|2.09467951403435|2.92535316203467|RBM3;RPS27L|2
4017|positive regulation of nucleic acid-templated transcription (GO:1903508)|10/503|0.249293287390194|1|0|0|1.29095556530944|1.79329892675981|CD74;CNBP;ATAD2;CKS2;SPP1;HMGB2;MRPL12;HNRNPAB;RAN;CKS1B|2
4018|negative regulation of peptidase activity (GO:0010466)|2/63|0.253159589749514|1|0|0|2.0614306328592|2.83185982188195|PARK7;GAPDH|2
4019|regulation of T cell proliferation (GO:0042129)|2/63|0.253159589749514|1|0|0|2.0614306328592|2.83185982188195|ARG1;AIF1|2
4020|regulation of protein kinase A signaling (GO:0010738)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|MIF|2
4021|protein ADP-ribosylation (GO:0006471)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|HPF1|2
4022|histone methylation (GO:0016571)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|EZH2|2
4023|maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|RPSA|2
4024|sulfur compound transport (GO:0072348)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|RACGAP1|2
4025|Rac protein signal transduction (GO:0016601)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|AIF1|2
4026|positive regulation of oxidoreductase activity (GO:0051353)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|PARK7|2
4027|positive regulation of toll-like receptor signaling pathway (GO:0034123)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|HMGB1|2
4028|positive regulation of lipid storage (GO:0010884)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|MSR1|2
4029|nucleosome disassembly (GO:0006337)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|SET|2
4030|chromatin disassembly (GO:0031498)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|SET|2
4031|purine ribonucleotide catabolic process (GO:0009154)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|HINT1|2
4032|folic acid metabolic process (GO:0046655)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|DHFR|2
4033|insulin secretion (GO:0030073)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|PARK7|2
4034|regulation of neuron migration (GO:2001222)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|KIF20B|2
4035|positive regulation of transcription regulatory region DNA binding (GO:2000679)|1/19|0.255475561349638|1|0|0|3.41763499658236|4.66380220166821|PARK7|2
4036|regulation of inflammatory response (GO:0050727)|4/167|0.256740631914194|1|0|0|1.55533089664826|2.1147661840396|CCL4;PARK7;S100A9;CCR2|2
4037|negative regulation of protein modification process (GO:0031400)|2/64|0.258876398216191|1|0|0|2.02922077922078|2.74229821054412|PARK7;ARPP19|2
4038|carbohydrate homeostasis (GO:0033500)|2/64|0.258876398216191|1|0|0|2.02922077922078|2.74229821054412|RPS6;PARK7|2
4039|negative regulation of dephosphorylation (GO:0035305)|2/64|0.258876398216191|1|0|0|2.02922077922078|2.74229821054412|KNL1;ARPP19|2
4040|mitochondrion organization (GO:0007005)|4/168|0.26011528763365|1|0|0|1.5460729746444|2.081988763559|NDUFB8;CYCS;TSPO;PARK7|2
4041|epithelium development (GO:0060429)|3/116|0.265107823278415|1|0|0|1.67935512763099|2.22954319657415|PCNA;PGK1;CDK1|2
4042|positive regulation of interleukin-2 production (GO:0032743)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|CCR2|2
4043|regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|PARK7|2
4044|hydrogen peroxide metabolic process (GO:0042743)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|PARK7|2
4045|negative regulation of macromolecule biosynthetic process (GO:0010558)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|PF4|2
4046|negative regulation of actin filament bundle assembly (GO:0032232)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|STMN1|2
4047|synapsis (GO:0007129)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|SYCE2|2
4048|negative regulation of cyclase activity (GO:0031280)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|CCR2|2
4049|regulation of cholesterol transport (GO:0032374)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|TSPO|2
4050|androgen metabolic process (GO:0008209)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|SPP1|2
4051|regulation of anoikis (GO:2000209)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|AES|2
4052|regulation of cell development (GO:0060284)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|HMGB2|2
4053|regulation of response to cytokine stimulus (GO:0060759)|1/20|0.26695212348861|1|0|0|3.24675324675325|4.28794139427626|AES|2
